,YEAR,MONTH,DISTRICT,PRECTOT,spi_1,spi_3,spi_6,spi_9,spi_12,spi_24
13572,1981,1,Kathmandu,27.66,0.010776964353449717,,,,,
13573,1981,2,Kathmandu,1.14,-1.1388826336221607,,,,,
13574,1981,3,Kathmandu,27.99,0.016682974218227946,-0.39455150512396636,,,,
13575,1981,4,Kathmandu,59.77,0.4386744035339259,-0.13600145159245827,,,,
13576,1981,5,Kathmandu,128.8,0.9822098929823606,0.4870401921193604,,,,
13577,1981,6,Kathmandu,169.99,1.2180356767199194,0.9283232735608048,0.3586052065493071,,,
13578,1981,7,Kathmandu,336.35,1.9193752287355528,1.5374627898952784,1.007659738934497,,,
13579,1981,8,Kathmandu,218.45,1.4538060381084628,1.6984265511269037,1.3624059739872638,,,
13580,1981,9,Kathmandu,87.28,0.689020124297987,1.5503931179697967,1.450113057725642,1.1792399291050868,,
13581,1981,10,Kathmandu,2.27,-0.9420985254605755,0.7870190919609287,1.3651031706684789,1.13419780929098,,
13582,1981,11,Kathmandu,21.53,-0.10980801729026518,0.004674146815811946,1.197470430505359,1.1704247021368568,,
13583,1981,12,Kathmandu,2.27,-0.9420985254605755,-0.781768367544929,0.905774232916124,1.1246530255249167,0.7921937022601093,
13584,1982,1,Kathmandu,78.26,0.6136679343250065,-0.04986052139699674,0.3450485102560987,1.1576306774864582,0.8897298021080492,
13585,1982,2,Kathmandu,9.49,-0.45696068196968,-0.1283251435946155,-0.32789038160531586,0.9378115233374796,0.905552427416933,
13586,1982,3,Kathmandu,19.64,-0.1521410874357612,-0.017239175652808938,-0.6556122246822642,0.6330635438180519,0.8897298021080496,
13587,1982,4,Kathmandu,21.0,-0.12138786537728262,-0.46140593540418384,-0.5546311427869619,-0.16465388810227102,0.8152575274253127,
13588,1982,5,Kathmandu,36.54,0.15457062294589274,-0.2208858040639948,-0.48006308216180715,-0.8178927458638663,0.6308648027384243,
13589,1982,6,Kathmandu,67.9,0.5195752755471271,0.08534052224886772,-0.20124051986749392,-0.9039091057776562,0.4133870801869546,
13590,1982,7,Kathmandu,219.97,1.4606595985392599,0.8344140716402081,0.25084172039436414,-0.11527035716244037,0.14458291710309687,
13591,1982,8,Kathmandu,180.53,1.2725067944811812,1.1966071842662431,0.661412736444669,0.31243835884852894,0.05128388167923161,
13592,1982,9,Kathmandu,124.55,0.9552997886110063,1.3197133610154426,0.8724546026649466,0.5948189553967639,0.14300935119174757,
13593,1982,10,Kathmandu,2.8,-0.878114432525748,0.7866665792857724,0.8375040788896557,0.42447035363584645,0.14429247820105143,
13594,1982,11,Kathmandu,6.84,-0.579418422414973,0.13134587842150486,0.7790534685930784,0.4182675662192954,0.10851120634888292,
13595,1982,12,Kathmandu,4.85,-0.6999637505429671,-1.0343663003484656,0.6484892639198668,0.38335229939901555,0.11482831821589153,0.49997822880618703
13596,1983,1,Kathmandu,0.23,-1.5361956771339713,-1.1123593447302371,0.09305034899909818,0.3334413599909058,-0.08287346104566172,0.4604537762397132
13597,1983,2,Kathmandu,0.13,-1.6625521951058306,-1.4162475000985197,-0.6225214344077041,0.24330434150035793,-0.10757715758381094,0.45899100438242674
13598,1983,3,Kathmandu,9.28,-0.4655892535176416,-1.1942164325899696,-1.720280756867401,0.09028272797554258,-0.1351876516581589,0.4317964838648084
13599,1983,4,Kathmandu,8.58,-0.49551968815304664,-0.9446359807247867,-1.6065447359978045,-0.57786296530225,-0.16866918510699727,0.35643021550226356
13600,1983,5,Kathmandu,48.49,0.312794143802997,-0.30819493088904976,-1.091313076251674,-1.1664104781742153,-0.13644703302574637,0.2352042061971499
13601,1983,6,Kathmandu,96.43,0.7603695643525058,0.22592241366029875,-0.4997373796182124,-1.3259060914777154,-0.06105056079879034,0.120733864009638
13602,1983,7,Kathmandu,138.27,1.040208989220852,0.7121554043446771,0.0351934185244898,-0.6735022180139618,-0.2829416583817565,-0.2060827076329578
13603,1983,8,Kathmandu,86.4,0.6819028475746574,0.8249807448237901,0.28574892656057793,-0.3816313391614729,-0.5648616426195149,-0.44162023900995373
13604,1983,9,Kathmandu,54.5,0.3821182651231997,0.6996282542779512,0.4022015844732572,-0.21985032787955675,-0.7981890804926927,-0.502639313884671
13605,1983,10,Kathmandu,52.44,0.3589836858053585,0.3977766990243893,0.5076506400283164,-0.06264789399258829,-0.6304985976183105,-0.40968230663617844
13606,1983,11,Kathmandu,0.0,-inf,-0.019948044048426705,0.39066289477938465,-0.06302493724852545,-0.6529051450673465,-0.44926729199375803
13607,1983,12,Kathmandu,5.41,-0.662475084123282,-0.384463565084173,0.14454190958867127,-0.07428018787187401,-0.6510627189945246,-0.44346580223225635
13608,1984,1,Kathmandu,4.19,-0.7490256769001236,-1.1957906295734402,-0.3201735005392887,-0.08712103500702388,-0.6380748193698267,-0.5830071718812642
13609,1984,2,Kathmandu,15.04,-0.2698808606810064,-0.8073272577306474,-0.6663107538350795,-0.18765569839731386,-0.5897985872437322,-0.5723506638949049
13610,1984,3,Kathmandu,5.06,-0.6855086527699633,-0.8137618075522153,-1.000535874047568,-0.4912143892637877,-0.6033637386547668,-0.6004179497383048
13611,1984,4,Kathmandu,14.02,-0.2996613991739961,-0.655563192946344,-1.3937332254583774,-1.0065685121357169,-0.5858911387515753,-0.6139381832040568
13612,1984,5,Kathmandu,34.99,0.13145115359818574,-0.42110107911065026,-1.0289304725424433,-1.278630390872028,-0.6294880817477363,-0.6169479350490504
13613,1984,6,Kathmandu,149.69,1.1069115008365014,0.41899672530651255,-0.23913730319835214,-0.8068533597140006,-0.4618695710017176,-0.4616789966244324
13614,1984,7,Kathmandu,205.48,1.3941178351855987,1.0102669674182607,0.3812311118075809,-0.24640536102280766,-0.265317875882837,-0.48867579286970847
13615,1984,8,Kathmandu,219.56,1.4588137577476263,1.4211123757214703,0.830728500034169,0.35575098240144626,0.0853500442521298,-0.4164346870870993
