DATE,YEAR,MONTH,DISTRICT,PRECTOT
8/31/2016,2016,8,Lamjung,199.52
9/30/2016,2016,9,Lamjung,324.91
10/31/2016,2016,10,Lamjung,161.14
11/30/2016,2016,11,Lamjung,0
12/31/2016,2016,12,Lamjung,0
1/31/2017,2017,1,Lamjung,9.81
2/28/2017,2017,2,Lamjung,0.15
3/31/2017,2017,3,Lamjung,74.46
4/30/2017,2017,4,Lamjung,149.15
5/31/2017,2017,5,Lamjung,182.38
6/30/2017,2017,6,Lamjung,214.96
7/31/2017,2017,7,Lamjung,322.26
8/31/2017,2017,8,Lamjung,436.73
9/30/2017,2017,9,Lamjung,336.79
10/31/2017,2017,10,Lamjung,59.97
11/30/2017,2017,11,Lamjung,0.35
12/31/2017,2017,12,Lamjung,0.2
1/31/2018,2018,1,Lamjung,0.08
2/28/2018,2018,2,Lamjung,0.25
3/31/2018,2018,3,Lamjung,0.91
4/30/2018,2018,4,Lamjung,4.38
5/31/2018,2018,5,Lamjung,8.92
6/30/2018,2018,6,Lamjung,7.43
7/31/2018,2018,7,Lamjung,13.62
8/31/2018,2018,8,Lamjung,9.28
9/30/2018,2018,9,Lamjung,2.68
10/31/2018,2018,10,Lamjung,0.07
11/30/2018,2018,11,Lamjung,0.03
12/31/2018,2018,12,Lamjung,0
1/31/2019,2019,1,Lamjung,0.79
2/28/2019,2019,2,Lamjung,3.46
3/31/2019,2019,3,Lamjung,1.58
4/30/2019,2019,4,Lamjung,3.18
5/31/2019,2019,5,Lamjung,5.53
6/30/2019,2019,6,Lamjung,9.54
7/31/2019,2019,7,Lamjung,13.75
8/31/2019,2019,8,Lamjung,7.33
9/30/2019,2019,9,Lamjung,11.23
10/31/2019,2019,10,Lamjung,2.5
11/30/2019,2019,11,Lamjung,0.64
12/31/2019,2019,12,Lamjung,1.13
1/31/1981,1981,1,Mahottari,26.69
2/28/1981,1981,2,Mahottari,2.55
3/31/1981,1981,3,Mahottari,25.32
4/30/1981,1981,4,Mahottari,46.84
5/31/1981,1981,5,Mahottari,125.22
6/30/1981,1981,6,Mahottari,143.12
7/31/1981,1981,7,Mahottari,502.27
8/31/1981,1981,8,Mahottari,242.85
9/30/1981,1981,9,Mahottari,138.67
10/31/1981,1981,10,Mahottari,0.84
11/30/1981,1981,11,Mahottari,23.72
12/31/1981,1981,12,Mahottari,9.51
1/31/1982,1982,1,Mahottari,49.36
2/28/1982,1982,2,Mahottari,16.18
3/31/1982,1982,3,Mahottari,41.09
4/30/1982,1982,4,Mahottari,48.25
5/31/1982,1982,5,Mahottari,52.52
6/30/1982,1982,6,Mahottari,128.63
7/31/1982,1982,7,Mahottari,222.65
8/31/1982,1982,8,Mahottari,201.77
9/30/1982,1982,9,Mahottari,138.27
10/31/1982,1982,10,Mahottari,9.57
11/30/1982,1982,11,Mahottari,11.76
12/31/1982,1982,12,Mahottari,4.37
1/31/1983,1983,1,Mahottari,0.13
2/28/1983,1983,2,Mahottari,0.26
3/31/1983,1983,3,Mahottari,4.15
4/30/1983,1983,4,Mahottari,9.9
5/31/1983,1983,5,Mahottari,27.14
6/30/1983,1983,6,Mahottari,119.06
7/31/1983,1983,7,Mahottari,227.32
8/31/1983,1983,8,Mahottari,107.27
9/30/1983,1983,9,Mahottari,56.38
10/31/1983,1983,10,Mahottari,56.5
11/30/1983,1983,11,Mahottari,0
12/31/1983,1983,12,Mahottari,7.09
1/31/1984,1984,1,Mahottari,8.83
2/29/1984,1984,2,Mahottari,24.6
3/31/1984,1984,3,Mahottari,5.14
4/30/1984,1984,4,Mahottari,11.64
5/31/1984,1984,5,Mahottari,38.66
6/30/1984,1984,6,Mahottari,252.66
7/31/1984,1984,7,Mahottari,266.86
8/31/1984,1984,8,Mahottari,225.64
9/30/1984,1984,9,Mahottari,222.67
10/31/1984,1984,10,Mahottari,12.72
11/30/1984,1984,11,Mahottari,0
12/31/1984,1984,12,Mahottari,1.51
1/31/1985,1985,1,Mahottari,12.25
2/28/1985,1985,2,Mahottari,1.51
3/31/1985,1985,3,Mahottari,1.58
4/30/1985,1985,4,Mahottari,2.15
5/31/1985,1985,5,Mahottari,31.09
6/30/1985,1985,6,Mahottari,67.48
7/31/1985,1985,7,Mahottari,464.68
8/31/1985,1985,8,Mahottari,245.72
9/30/1985,1985,9,Mahottari,258.63
10/31/1985,1985,10,Mahottari,130.45
11/30/1985,1985,11,Mahottari,0
12/31/1985,1985,12,Mahottari,7.93
1/31/1986,1986,1,Mahottari,1.34
2/28/1986,1986,2,Mahottari,12.55
3/31/1986,1986,3,Mahottari,1.93
4/30/1986,1986,4,Mahottari,22.09
5/31/1986,1986,5,Mahottari,55.03
6/30/1986,1986,6,Mahottari,148.63
7/31/1986,1986,7,Mahottari,365.79
8/31/1986,1986,8,Mahottari,196.59
9/30/1986,1986,9,Mahottari,91.08
10/31/1986,1986,10,Mahottari,62.26
11/30/1986,1986,11,Mahottari,1.38
12/31/1986,1986,12,Mahottari,27.23
1/31/1987,1987,1,Mahottari,3.84
2/28/1987,1987,2,Mahottari,2.51
3/31/1987,1987,3,Mahottari,14.56
4/30/1987,1987,4,Mahottari,22.58
5/31/1987,1987,5,Mahottari,17.86
6/30/1987,1987,6,Mahottari,56.02
7/31/1987,1987,7,Mahottari,324.47
8/31/1987,1987,8,Mahottari,395.45
9/30/1987,1987,9,Mahottari,315.18
10/31/1987,1987,10,Mahottari,66.03
11/30/1987,1987,11,Mahottari,0.51
12/31/1987,1987,12,Mahottari,1.61
1/31/1988,1988,1,Mahottari,1.47
2/29/1988,1988,2,Mahottari,6.04
3/31/1988,1988,3,Mahottari,42.53
4/30/1988,1988,4,Mahottari,25.8
5/31/1988,1988,5,Mahottari,62.47
6/30/1988,1988,6,Mahottari,136
7/31/1988,1988,7,Mahottari,322.39
8/31/1988,1988,8,Mahottari,321.4
9/30/1988,1988,9,Mahottari,110.13
10/31/1988,1988,10,Mahottari,15.01
11/30/1988,1988,11,Mahottari,0.04
12/31/1988,1988,12,Mahottari,25.11
1/31/1989,1989,1,Mahottari,16.34
2/28/1989,1989,2,Mahottari,10.63
3/31/1989,1989,3,Mahottari,9.6
4/30/1989,1989,4,Mahottari,0.85
5/31/1989,1989,5,Mahottari,52.4
6/30/1989,1989,6,Mahottari,72.92
7/31/1989,1989,7,Mahottari,266.83
8/31/1989,1989,8,Mahottari,143.67
9/30/1989,1989,9,Mahottari,111.65
10/31/1989,1989,10,Mahottari,19.3
11/30/1989,1989,11,Mahottari,1.74
12/31/1989,1989,12,Mahottari,5.2
1/31/1990,1990,1,Mahottari,0
2/28/1990,1990,2,Mahottari,25.58
3/31/1990,1990,3,Mahottari,8.17
4/30/1990,1990,4,Mahottari,4.08
5/31/1990,1990,5,Mahottari,17.48
6/30/1990,1990,6,Mahottari,140.36
7/31/1990,1990,7,Mahottari,482.8
8/31/1990,1990,8,Mahottari,151.83
9/30/1990,1990,9,Mahottari,115.98
10/31/1990,1990,10,Mahottari,26.63
11/30/1990,1990,11,Mahottari,0.01
12/31/1990,1990,12,Mahottari,0.01
1/31/1991,1991,1,Mahottari,6.98
2/28/1991,1991,2,Mahottari,0.05
3/31/1991,1991,3,Mahottari,5.99
4/30/1991,1991,4,Mahottari,1.53
5/31/1991,1991,5,Mahottari,14.45
6/30/1991,1991,6,Mahottari,95.26
7/31/1991,1991,7,Mahottari,124.37
8/31/1991,1991,8,Mahottari,189.73
9/30/1991,1991,9,Mahottari,163.74
10/31/1991,1991,10,Mahottari,1.59
11/30/1991,1991,11,Mahottari,0.12
12/31/1991,1991,12,Mahottari,16.41
1/31/1992,1992,1,Mahottari,0.69
2/29/1992,1992,2,Mahottari,4.02
3/31/1992,1992,3,Mahottari,0.35
4/30/1992,1992,4,Mahottari,1.15
5/31/1992,1992,5,Mahottari,41.4
6/30/1992,1992,6,Mahottari,74.12
7/31/1992,1992,7,Mahottari,175.4
8/31/1992,1992,8,Mahottari,173.41
9/30/1992,1992,9,Mahottari,79.01
10/31/1992,1992,10,Mahottari,36.61
11/30/1992,1992,11,Mahottari,5.58
12/31/1992,1992,12,Mahottari,4.87
1/31/1993,1993,1,Mahottari,6.84
2/28/1993,1993,2,Mahottari,2.12
3/31/1993,1993,3,Mahottari,31.01
4/30/1993,1993,4,Mahottari,21.64
5/31/1993,1993,5,Mahottari,45.24
6/30/1993,1993,6,Mahottari,130.03
7/31/1993,1993,7,Mahottari,131.47
8/31/1993,1993,8,Mahottari,149.3
9/30/1993,1993,9,Mahottari,185.99
10/31/1993,1993,10,Mahottari,6.12
11/30/1993,1993,11,Mahottari,6.98
12/31/1993,1993,12,Mahottari,0
1/31/1994,1994,1,Mahottari,17.23
2/28/1994,1994,2,Mahottari,8.87
3/31/1994,1994,3,Mahottari,1.53
4/30/1994,1994,4,Mahottari,5.96
5/31/1994,1994,5,Mahottari,31.57
6/30/1994,1994,6,Mahottari,106.76
7/31/1994,1994,7,Mahottari,165.05
8/31/1994,1994,8,Mahottari,142.85
9/30/1994,1994,9,Mahottari,135.49
10/31/1994,1994,10,Mahottari,10.64
11/30/1994,1994,11,Mahottari,3.89
12/31/1994,1994,12,Mahottari,0.16
1/31/1995,1995,1,Mahottari,8.39
2/28/1995,1995,2,Mahottari,14.06
3/31/1995,1995,3,Mahottari,6
4/30/1995,1995,4,Mahottari,0.23
5/31/1995,1995,5,Mahottari,6.77
6/30/1995,1995,6,Mahottari,117.5
7/31/1995,1995,7,Mahottari,278.69
8/31/1995,1995,8,Mahottari,252.88
9/30/1995,1995,9,Mahottari,105.18
10/31/1995,1995,10,Mahottari,12.04
11/30/1995,1995,11,Mahottari,42.07
12/31/1995,1995,12,Mahottari,23.73
1/31/1996,1996,1,Mahottari,28.95
2/29/1996,1996,2,Mahottari,16.06
3/31/1996,1996,3,Mahottari,0.19
4/30/1996,1996,4,Mahottari,16.43
5/31/1996,1996,5,Mahottari,8.05
6/30/1996,1996,6,Mahottari,148.59
7/31/1996,1996,7,Mahottari,209.04
8/31/1996,1996,8,Mahottari,237.52
9/30/1996,1996,9,Mahottari,123.13
10/31/1996,1996,10,Mahottari,34.68
11/30/1996,1996,11,Mahottari,0.39
12/31/1996,1996,12,Mahottari,0
1/31/1997,1997,1,Mahottari,8.63
2/28/1997,1997,2,Mahottari,0.26
3/31/1997,1997,3,Mahottari,1.41
4/30/1997,1997,4,Mahottari,29.54
5/31/1997,1997,5,Mahottari,25.89
6/30/1997,1997,6,Mahottari,77.04
7/31/1997,1997,7,Mahottari,383.35
8/31/1997,1997,8,Mahottari,189.63
9/30/1997,1997,9,Mahottari,70.6
10/31/1997,1997,10,Mahottari,15.67
11/30/1997,1997,11,Mahottari,9.89
12/31/1997,1997,12,Mahottari,26.03
1/31/1998,1998,1,Mahottari,0.86
2/28/1998,1998,2,Mahottari,10.23
3/31/1998,1998,3,Mahottari,9.8
4/30/1998,1998,4,Mahottari,13.21
5/31/1998,1998,5,Mahottari,29.8
6/30/1998,1998,6,Mahottari,55.23
7/31/1998,1998,7,Mahottari,239.69
8/31/1998,1998,8,Mahottari,229.54
9/30/1998,1998,9,Mahottari,158.96
10/31/1998,1998,10,Mahottari,45.49
11/30/1998,1998,11,Mahottari,9.76
12/31/1998,1998,12,Mahottari,0
1/31/1999,1999,1,Mahottari,1.13
2/28/1999,1999,2,Mahottari,2.06
3/31/1999,1999,3,Mahottari,0.04
4/30/1999,1999,4,Mahottari,0.39
5/31/1999,1999,5,Mahottari,58.39
6/30/1999,1999,6,Mahottari,113.75
7/31/1999,1999,7,Mahottari,159.49
8/31/1999,1999,8,Mahottari,150.69
9/30/1999,1999,9,Mahottari,76.15
10/31/1999,1999,10,Mahottari,71.74
11/30/1999,1999,11,Mahottari,0.07
12/31/1999,1999,12,Mahottari,0.01
1/31/2000,2000,1,Mahottari,0.74
2/29/2000,2000,2,Mahottari,2.71
3/31/2000,2000,3,Mahottari,3.09
4/30/2000,2000,4,Mahottari,18.93
5/31/2000,2000,5,Mahottari,66.38
6/30/2000,2000,6,Mahottari,253.57
7/31/2000,2000,7,Mahottari,163.23
8/31/2000,2000,8,Mahottari,213.77
9/30/2000,2000,9,Mahottari,174.38
10/31/2000,2000,10,Mahottari,3.07
11/30/2000,2000,11,Mahottari,0.3
12/31/2000,2000,12,Mahottari,0.03
1/31/2001,2001,1,Mahottari,2.51
2/28/2001,2001,2,Mahottari,0.33
3/31/2001,2001,3,Mahottari,1.9
4/30/2001,2001,4,Mahottari,10.14
5/31/2001,2001,5,Mahottari,60.9
6/30/2001,2001,6,Mahottari,183.72
7/31/2001,2001,7,Mahottari,176.23
8/31/2001,2001,8,Mahottari,168.51
9/30/2001,2001,9,Mahottari,190.4
10/31/2001,2001,10,Mahottari,64.48
11/30/2001,2001,11,Mahottari,0.43
12/31/2001,2001,12,Mahottari,0
1/31/2002,2002,1,Mahottari,11.72
2/28/2002,2002,2,Mahottari,11.04
3/31/2002,2002,3,Mahottari,17.08
4/30/2002,2002,4,Mahottari,13.79
5/31/2002,2002,5,Mahottari,112.9
6/30/2002,2002,6,Mahottari,92.05
7/31/2002,2002,7,Mahottari,182.85
8/31/2002,2002,8,Mahottari,133.99
9/30/2002,2002,9,Mahottari,81.31
10/31/2002,2002,10,Mahottari,40.2
11/30/2002,2002,11,Mahottari,0.15
12/31/2002,2002,12,Mahottari,9.37
1/31/2003,2003,1,Mahottari,5.8
2/28/2003,2003,2,Mahottari,44.98
3/31/2003,2003,3,Mahottari,2.5
4/30/2003,2003,4,Mahottari,11.55
5/31/2003,2003,5,Mahottari,15.6
6/30/2003,2003,6,Mahottari,186.93
7/31/2003,2003,7,Mahottari,222.38
8/31/2003,2003,8,Mahottari,111.8
9/30/2003,2003,9,Mahottari,97.15
10/31/2003,2003,10,Mahottari,72.86
11/30/2003,2003,11,Mahottari,0.24
12/31/2003,2003,12,Mahottari,12.27
1/31/2004,2004,1,Mahottari,25.05
2/29/2004,2004,2,Mahottari,0.8
3/31/2004,2004,3,Mahottari,11.56
4/30/2004,2004,4,Mahottari,101.02
5/31/2004,2004,5,Mahottari,87.05
6/30/2004,2004,6,Mahottari,183.01
7/31/2004,2004,7,Mahottari,383.42
8/31/2004,2004,8,Mahottari,232.9
9/30/2004,2004,9,Mahottari,117.71
10/31/2004,2004,10,Mahottari,50.96
11/30/2004,2004,11,Mahottari,14.22
12/31/2004,2004,12,Mahottari,0.21
1/31/2005,2005,1,Mahottari,36.94
2/28/2005,2005,2,Mahottari,15.55
3/31/2005,2005,3,Mahottari,19.02
4/30/2005,2005,4,Mahottari,23.08
5/31/2005,2005,5,Mahottari,31.9
6/30/2005,2005,6,Mahottari,126.59
7/31/2005,2005,7,Mahottari,355.88
8/31/2005,2005,8,Mahottari,295.76
9/30/2005,2005,9,Mahottari,90.58
10/31/2005,2005,10,Mahottari,111
11/30/2005,2005,11,Mahottari,0
12/31/2005,2005,12,Mahottari,0.02
1/31/2006,2006,1,Mahottari,0
2/28/2006,2006,2,Mahottari,0
3/31/2006,2006,3,Mahottari,17.86
4/30/2006,2006,4,Mahottari,22.25
5/31/2006,2006,5,Mahottari,94.77
6/30/2006,2006,6,Mahottari,236.33
7/31/2006,2006,7,Mahottari,341.91
8/31/2006,2006,8,Mahottari,198.17
9/30/2006,2006,9,Mahottari,263.65
10/31/2006,2006,10,Mahottari,22.7
11/30/2006,2006,11,Mahottari,3.71
12/31/2006,2006,12,Mahottari,11.36
1/31/2007,2007,1,Mahottari,0
2/28/2007,2007,2,Mahottari,64.26
3/31/2007,2007,3,Mahottari,34.64
4/30/2007,2007,4,Mahottari,34.85
5/31/2007,2007,5,Mahottari,84.45
6/30/2007,2007,6,Mahottari,198.68
7/31/2007,2007,7,Mahottari,435.95
8/31/2007,2007,8,Mahottari,278.65
9/30/2007,2007,9,Mahottari,262.41
10/31/2007,2007,10,Mahottari,28.9
11/30/2007,2007,11,Mahottari,1.44
12/31/2007,2007,12,Mahottari,0.02
1/31/2008,2008,1,Mahottari,31.11
2/29/2008,2008,2,Mahottari,2.65
3/31/2008,2008,3,Mahottari,14.67
4/30/2008,2008,4,Mahottari,35.55
5/31/2008,2008,5,Mahottari,113.72
6/30/2008,2008,6,Mahottari,424.55
7/31/2008,2008,7,Mahottari,412.61
8/31/2008,2008,8,Mahottari,366.84
9/30/2008,2008,9,Mahottari,212.88
10/31/2008,2008,10,Mahottari,21.38
11/30/2008,2008,11,Mahottari,0.1
12/31/2008,2008,12,Mahottari,0.32
1/31/2009,2009,1,Mahottari,0.42
2/28/2009,2009,2,Mahottari,0.42
3/31/2009,2009,3,Mahottari,3.51
4/30/2009,2009,4,Mahottari,3.52
5/31/2009,2009,5,Mahottari,88.33
6/30/2009,2009,6,Mahottari,111.94
7/31/2009,2009,7,Mahottari,252.08
8/31/2009,2009,8,Mahottari,346.7
9/30/2009,2009,9,Mahottari,82.69
10/31/2009,2009,10,Mahottari,69.14
11/30/2009,2009,11,Mahottari,2.51
12/31/2009,2009,12,Mahottari,3.45
1/31/2010,2010,1,Mahottari,0.42
2/28/2010,2010,2,Mahottari,11.36
3/31/2010,2010,3,Mahottari,0.49
4/30/2010,2010,4,Mahottari,1.91
5/31/2010,2010,5,Mahottari,88.84
6/30/2010,2010,6,Mahottari,100.4
7/31/2010,2010,7,Mahottari,264.01
8/31/2010,2010,8,Mahottari,309.58
9/30/2010,2010,9,Mahottari,186.46
10/31/2010,2010,10,Mahottari,61.97
11/30/2010,2010,11,Mahottari,1.06
12/31/2010,2010,12,Mahottari,0.93
1/31/2011,2011,1,Mahottari,2.41
2/28/2011,2011,2,Mahottari,9.86
3/31/2011,2011,3,Mahottari,11.53
4/30/2011,2011,4,Mahottari,36.03
5/31/2011,2011,5,Mahottari,129.57
6/30/2011,2011,6,Mahottari,306.07
7/31/2011,2011,7,Mahottari,233.84
8/31/2011,2011,8,Mahottari,274.68
9/30/2011,2011,9,Mahottari,239.91
10/31/2011,2011,10,Mahottari,8.16
11/30/2011,2011,11,Mahottari,1.02
12/31/2011,2011,12,Mahottari,0.8
1/31/2012,2012,1,Mahottari,13.83
2/29/2012,2012,2,Mahottari,3.69
3/31/2012,2012,3,Mahottari,8.69
4/30/2012,2012,4,Mahottari,13.97
5/31/2012,2012,5,Mahottari,23.85
6/30/2012,2012,6,Mahottari,63.47
7/31/2012,2012,7,Mahottari,390.61
8/31/2012,2012,8,Mahottari,242.51
9/30/2012,2012,9,Mahottari,267.25
10/31/2012,2012,10,Mahottari,20.99
11/30/2012,2012,11,Mahottari,6.14
12/31/2012,2012,12,Mahottari,0
1/31/2013,2013,1,Mahottari,7
2/28/2013,2013,2,Mahottari,35.89
3/31/2013,2013,3,Mahottari,7.21
4/30/2013,2013,4,Mahottari,34.51
5/31/2013,2013,5,Mahottari,108.14
6/30/2013,2013,6,Mahottari,216.87
7/31/2013,2013,7,Mahottari,190.04
8/31/2013,2013,8,Mahottari,288.21
9/30/2013,2013,9,Mahottari,228.2
10/31/2013,2013,10,Mahottari,195.34
11/30/2013,2013,11,Mahottari,0.23
12/31/2013,2013,12,Mahottari,0.01
1/31/2014,2014,1,Mahottari,8.63
2/28/2014,2014,2,Mahottari,23.01
3/31/2014,2014,3,Mahottari,9.21
4/30/2014,2014,4,Mahottari,2.31
5/31/2014,2014,5,Mahottari,124.91
6/30/2014,2014,6,Mahottari,197.09
7/31/2014,2014,7,Mahottari,247.26
8/31/2014,2014,8,Mahottari,325.74
9/30/2014,2014,9,Mahottari,247.26
10/31/2014,2014,10,Mahottari,51.52
11/30/2014,2014,11,Mahottari,0
12/31/2014,2014,12,Mahottari,7.25
1/31/2015,2015,1,Mahottari,6.66
2/28/2015,2015,2,Mahottari,3.72
3/31/2015,2015,3,Mahottari,58.68
4/30/2015,2015,4,Mahottari,59.22
5/31/2015,2015,5,Mahottari,59.68
6/30/2015,2015,6,Mahottari,174.41
7/31/2015,2015,7,Mahottari,283.35
8/31/2015,2015,8,Mahottari,385.84
9/30/2015,2015,9,Mahottari,164.89
10/31/2015,2015,10,Mahottari,28.26
11/30/2015,2015,11,Mahottari,1.79
12/31/2015,2015,12,Mahottari,0.01
1/31/2016,2016,1,Mahottari,6.56
2/29/2016,2016,2,Mahottari,6.08
3/31/2016,2016,3,Mahottari,13.46
4/30/2016,2016,4,Mahottari,5.01
5/31/2016,2016,5,Mahottari,125.12
6/30/2016,2016,6,Mahottari,180.02
7/31/2016,2016,7,Mahottari,307.79
8/31/2016,2016,8,Mahottari,97.06
9/30/2016,2016,9,Mahottari,341.46
10/31/2016,2016,10,Mahottari,54.23
11/30/2016,2016,11,Mahottari,0
12/31/2016,2016,12,Mahottari,0
1/31/2017,2017,1,Mahottari,5.33
2/28/2017,2017,2,Mahottari,0.01
3/31/2017,2017,3,Mahottari,30.86
4/30/2017,2017,4,Mahottari,33.34
5/31/2017,2017,5,Mahottari,142.32
6/30/2017,2017,6,Mahottari,130.88
7/31/2017,2017,7,Mahottari,262.89
8/31/2017,2017,8,Mahottari,325.7
9/30/2017,2017,9,Mahottari,117.71
10/31/2017,2017,10,Mahottari,40.79
11/30/2017,2017,11,Mahottari,0.02
12/31/2017,2017,12,Mahottari,0
1/31/2018,2018,1,Mahottari,0.02
2/28/2018,2018,2,Mahottari,0.01
3/31/2018,2018,3,Mahottari,0.23
4/30/2018,2018,4,Mahottari,2.29
5/31/2018,2018,5,Mahottari,2.66
6/30/2018,2018,6,Mahottari,4.01
7/31/2018,2018,7,Mahottari,7.56
8/31/2018,2018,8,Mahottari,6.76
9/30/2018,2018,9,Mahottari,3.56
10/31/2018,2018,10,Mahottari,0.46
11/30/2018,2018,11,Mahottari,0
12/31/2018,2018,12,Mahottari,0.07
1/31/2019,2019,1,Mahottari,0.12
2/28/2019,2019,2,Mahottari,1.36
3/31/2019,2019,3,Mahottari,0.33
4/30/2019,2019,4,Mahottari,1.69
5/31/2019,2019,5,Mahottari,1.46
6/30/2019,2019,6,Mahottari,2.56
7/31/2019,2019,7,Mahottari,13.39
8/31/2019,2019,8,Mahottari,5.04
9/30/2019,2019,9,Mahottari,9.22
10/31/2019,2019,10,Mahottari,0.12
11/30/2019,2019,11,Mahottari,0.25
12/31/2019,2019,12,Mahottari,0.61
1/31/1981,1981,1,Makwanpur,28.68
2/28/1981,1981,2,Makwanpur,1.37
3/31/1981,1981,3,Makwanpur,27.68
4/30/1981,1981,4,Makwanpur,57.18
5/31/1981,1981,5,Makwanpur,136.41
6/30/1981,1981,6,Makwanpur,155.15
7/31/1981,1981,7,Makwanpur,457.67
8/31/1981,1981,8,Makwanpur,247
9/30/1981,1981,9,Makwanpur,120.75
10/31/1981,1981,10,Makwanpur,1.26
11/30/1981,1981,11,Makwanpur,25.6
12/31/1981,1981,12,Makwanpur,4.91
1/31/1982,1982,1,Makwanpur,68.5
2/28/1982,1982,2,Makwanpur,11.46
3/31/1982,1982,3,Makwanpur,29.17
4/30/1982,1982,4,Makwanpur,32.82
5/31/1982,1982,5,Makwanpur,48.93
6/30/1982,1982,6,Makwanpur,100.16
7/31/1982,1982,7,Makwanpur,244.02
8/31/1982,1982,8,Makwanpur,206.11
9/30/1982,1982,9,Makwanpur,144.76
10/31/1982,1982,10,Makwanpur,4.22
11/30/1982,1982,11,Makwanpur,9.55
12/31/1982,1982,12,Makwanpur,5.62
1/31/1983,1983,1,Makwanpur,0.24
2/28/1983,1983,2,Makwanpur,0.12
3/31/1983,1983,3,Makwanpur,6.93
4/30/1983,1983,4,Makwanpur,9.05
5/31/1983,1983,5,Makwanpur,41.05
6/30/1983,1983,6,Makwanpur,114.16
7/31/1983,1983,7,Makwanpur,185.76
8/31/1983,1983,8,Makwanpur,102.94
9/30/1983,1983,9,Makwanpur,55.59
10/31/1983,1983,10,Makwanpur,56.43
11/30/1983,1983,11,Makwanpur,0
12/31/1983,1983,12,Makwanpur,6.78
1/31/1984,1984,1,Makwanpur,5.52
2/29/1984,1984,2,Makwanpur,20.13
3/31/1984,1984,3,Makwanpur,4.96
4/30/1984,1984,4,Makwanpur,13.16
5/31/1984,1984,5,Makwanpur,37.3
6/30/1984,1984,6,Makwanpur,203.5
7/31/1984,1984,7,Makwanpur,246.25
8/31/1984,1984,8,Makwanpur,232.9
9/30/1984,1984,9,Makwanpur,207.35
10/31/1984,1984,10,Makwanpur,15.02
11/30/1984,1984,11,Makwanpur,0
12/31/1984,1984,12,Makwanpur,2.45
1/31/1985,1985,1,Makwanpur,16.07
2/28/1985,1985,2,Makwanpur,0.72
3/31/1985,1985,3,Makwanpur,0.81
4/30/1985,1985,4,Makwanpur,0.8
5/31/1985,1985,5,Makwanpur,31.83
6/30/1985,1985,6,Makwanpur,55.4
7/31/1985,1985,7,Makwanpur,397.19
8/31/1985,1985,8,Makwanpur,233.62
9/30/1985,1985,9,Makwanpur,227.2
10/31/1985,1985,10,Makwanpur,104.08
11/30/1985,1985,11,Makwanpur,0
12/31/1985,1985,12,Makwanpur,4.95
1/31/1986,1986,1,Makwanpur,0.78
2/28/1986,1986,2,Makwanpur,14.63
3/31/1986,1986,3,Makwanpur,2.83
4/30/1986,1986,4,Makwanpur,17.65
5/31/1986,1986,5,Makwanpur,46.03
6/30/1986,1986,6,Makwanpur,166.9
7/31/1986,1986,7,Makwanpur,303.84
8/31/1986,1986,8,Makwanpur,155.04
9/30/1986,1986,9,Makwanpur,57.39
10/31/1986,1986,10,Makwanpur,46.36
11/30/1986,1986,11,Makwanpur,0.49
12/31/1986,1986,12,Makwanpur,32.18
1/31/1987,1987,1,Makwanpur,5.07
2/28/1987,1987,2,Makwanpur,2.64
3/31/1987,1987,3,Makwanpur,13.33
4/30/1987,1987,4,Makwanpur,14.09
5/31/1987,1987,5,Makwanpur,17.41
6/30/1987,1987,6,Makwanpur,43.44
7/31/1987,1987,7,Makwanpur,285.01
8/31/1987,1987,8,Makwanpur,305.39
9/30/1987,1987,9,Makwanpur,240.02
10/31/1987,1987,10,Makwanpur,89.7
11/30/1987,1987,11,Makwanpur,0.12
12/31/1987,1987,12,Makwanpur,2.18
1/31/1988,1988,1,Makwanpur,0.98
2/29/1988,1988,2,Makwanpur,3.66
3/31/1988,1988,3,Makwanpur,42.86
4/30/1988,1988,4,Makwanpur,29.67
5/31/1988,1988,5,Makwanpur,80.55
6/30/1988,1988,6,Makwanpur,123.6
7/31/1988,1988,7,Makwanpur,317.16
8/31/1988,1988,8,Makwanpur,270.91
9/30/1988,1988,9,Makwanpur,84.93
10/31/1988,1988,10,Makwanpur,15.67
11/30/1988,1988,11,Makwanpur,0.01
12/31/1988,1988,12,Makwanpur,25.23
1/31/1989,1989,1,Makwanpur,22.74
2/28/1989,1989,2,Makwanpur,8.51
3/31/1989,1989,3,Makwanpur,9.05
4/30/1989,1989,4,Makwanpur,1.89
5/31/1989,1989,5,Makwanpur,58.85
6/30/1989,1989,6,Makwanpur,70.12
7/31/1989,1989,7,Makwanpur,226.31
8/31/1989,1989,8,Makwanpur,150.25
9/30/1989,1989,9,Makwanpur,89.01
10/31/1989,1989,10,Makwanpur,14.96
11/30/1989,1989,11,Makwanpur,1.23
12/31/1989,1989,12,Makwanpur,3.47
1/31/1990,1990,1,Makwanpur,0
2/28/1990,1990,2,Makwanpur,23.99
3/31/1990,1990,3,Makwanpur,9.39
4/30/1990,1990,4,Makwanpur,4.93
5/31/1990,1990,5,Makwanpur,15.37
6/30/1990,1990,6,Makwanpur,112.6
7/31/1990,1990,7,Makwanpur,477.42
8/31/1990,1990,8,Makwanpur,161.8
9/30/1990,1990,9,Makwanpur,119.43
10/31/1990,1990,10,Makwanpur,20.85
11/30/1990,1990,11,Makwanpur,0
12/31/1990,1990,12,Makwanpur,0.09
1/31/1991,1991,1,Makwanpur,5.4
2/28/1991,1991,2,Makwanpur,0.1
3/31/1991,1991,3,Makwanpur,6.28
