DATE,YEAR,MONTH,DISTRICT,PRECTOT
8/31/2009,2009,8,Dhanusa,346.7
9/30/2009,2009,9,Dhanusa,82.69
10/31/2009,2009,10,Dhanusa,69.14
11/30/2009,2009,11,Dhanusa,2.51
12/31/2009,2009,12,Dhanusa,3.45
1/31/2010,2010,1,Dhanusa,0.42
2/28/2010,2010,2,Dhanusa,11.36
3/31/2010,2010,3,Dhanusa,0.49
4/30/2010,2010,4,Dhanusa,1.91
5/31/2010,2010,5,Dhanusa,88.84
6/30/2010,2010,6,Dhanusa,100.4
7/31/2010,2010,7,Dhanusa,264.01
8/31/2010,2010,8,Dhanusa,309.58
9/30/2010,2010,9,Dhanusa,186.46
10/31/2010,2010,10,Dhanusa,61.97
11/30/2010,2010,11,Dhanusa,1.06
12/31/2010,2010,12,Dhanusa,0.93
1/31/2011,2011,1,Dhanusa,2.41
2/28/2011,2011,2,Dhanusa,9.86
3/31/2011,2011,3,Dhanusa,11.53
4/30/2011,2011,4,Dhanusa,36.03
5/31/2011,2011,5,Dhanusa,129.57
6/30/2011,2011,6,Dhanusa,306.07
7/31/2011,2011,7,Dhanusa,233.84
8/31/2011,2011,8,Dhanusa,274.68
9/30/2011,2011,9,Dhanusa,239.91
10/31/2011,2011,10,Dhanusa,8.16
11/30/2011,2011,11,Dhanusa,1.02
12/31/2011,2011,12,Dhanusa,0.8
1/31/2012,2012,1,Dhanusa,13.83
2/29/2012,2012,2,Dhanusa,3.69
3/31/2012,2012,3,Dhanusa,8.69
4/30/2012,2012,4,Dhanusa,13.97
5/31/2012,2012,5,Dhanusa,23.85
6/30/2012,2012,6,Dhanusa,63.47
7/31/2012,2012,7,Dhanusa,390.61
8/31/2012,2012,8,Dhanusa,242.51
9/30/2012,2012,9,Dhanusa,267.25
10/31/2012,2012,10,Dhanusa,20.99
11/30/2012,2012,11,Dhanusa,6.14
12/31/2012,2012,12,Dhanusa,0
1/31/2013,2013,1,Dhanusa,7
2/28/2013,2013,2,Dhanusa,35.89
3/31/2013,2013,3,Dhanusa,7.21
4/30/2013,2013,4,Dhanusa,34.51
5/31/2013,2013,5,Dhanusa,108.14
6/30/2013,2013,6,Dhanusa,216.87
7/31/2013,2013,7,Dhanusa,190.04
8/31/2013,2013,8,Dhanusa,288.21
9/30/2013,2013,9,Dhanusa,228.2
10/31/2013,2013,10,Dhanusa,195.34
11/30/2013,2013,11,Dhanusa,0.23
12/31/2013,2013,12,Dhanusa,0.01
1/31/2014,2014,1,Dhanusa,8.63
2/28/2014,2014,2,Dhanusa,23.01
3/31/2014,2014,3,Dhanusa,9.21
4/30/2014,2014,4,Dhanusa,2.31
5/31/2014,2014,5,Dhanusa,124.91
6/30/2014,2014,6,Dhanusa,197.09
7/31/2014,2014,7,Dhanusa,247.26
8/31/2014,2014,8,Dhanusa,325.74
9/30/2014,2014,9,Dhanusa,247.26
10/31/2014,2014,10,Dhanusa,51.52
11/30/2014,2014,11,Dhanusa,0
12/31/2014,2014,12,Dhanusa,7.25
1/31/2015,2015,1,Dhanusa,6.66
2/28/2015,2015,2,Dhanusa,3.72
3/31/2015,2015,3,Dhanusa,58.68
4/30/2015,2015,4,Dhanusa,59.22
5/31/2015,2015,5,Dhanusa,59.68
6/30/2015,2015,6,Dhanusa,174.41
7/31/2015,2015,7,Dhanusa,283.35
8/31/2015,2015,8,Dhanusa,385.84
9/30/2015,2015,9,Dhanusa,164.89
10/31/2015,2015,10,Dhanusa,28.26
11/30/2015,2015,11,Dhanusa,1.79
12/31/2015,2015,12,Dhanusa,0.01
1/31/2016,2016,1,Dhanusa,6.56
2/29/2016,2016,2,Dhanusa,6.08
3/31/2016,2016,3,Dhanusa,13.46
4/30/2016,2016,4,Dhanusa,5.01
5/31/2016,2016,5,Dhanusa,125.12
6/30/2016,2016,6,Dhanusa,180.02
7/31/2016,2016,7,Dhanusa,307.79
8/31/2016,2016,8,Dhanusa,97.06
9/30/2016,2016,9,Dhanusa,341.46
10/31/2016,2016,10,Dhanusa,54.23
11/30/2016,2016,11,Dhanusa,0
12/31/2016,2016,12,Dhanusa,0
1/31/2017,2017,1,Dhanusa,5.33
2/28/2017,2017,2,Dhanusa,0.01
3/31/2017,2017,3,Dhanusa,30.86
4/30/2017,2017,4,Dhanusa,33.34
5/31/2017,2017,5,Dhanusa,142.32
6/30/2017,2017,6,Dhanusa,130.88
7/31/2017,2017,7,Dhanusa,262.89
8/31/2017,2017,8,Dhanusa,325.7
9/30/2017,2017,9,Dhanusa,117.71
10/31/2017,2017,10,Dhanusa,40.79
11/30/2017,2017,11,Dhanusa,0.02
12/31/2017,2017,12,Dhanusa,0
1/31/2018,2018,1,Dhanusa,0.02
2/28/2018,2018,2,Dhanusa,0.01
3/31/2018,2018,3,Dhanusa,0.23
4/30/2018,2018,4,Dhanusa,2.29
5/31/2018,2018,5,Dhanusa,2.66
6/30/2018,2018,6,Dhanusa,4.01
7/31/2018,2018,7,Dhanusa,7.56
8/31/2018,2018,8,Dhanusa,6.76
9/30/2018,2018,9,Dhanusa,3.56
10/31/2018,2018,10,Dhanusa,0.46
11/30/2018,2018,11,Dhanusa,0
12/31/2018,2018,12,Dhanusa,0.07
1/31/2019,2019,1,Dhanusa,0.12
2/28/2019,2019,2,Dhanusa,1.36
3/31/2019,2019,3,Dhanusa,0.33
4/30/2019,2019,4,Dhanusa,1.69
5/31/2019,2019,5,Dhanusa,1.46
6/30/2019,2019,6,Dhanusa,2.56
7/31/2019,2019,7,Dhanusa,13.39
8/31/2019,2019,8,Dhanusa,5.04
9/30/2019,2019,9,Dhanusa,9.22
10/31/2019,2019,10,Dhanusa,0.12
11/30/2019,2019,11,Dhanusa,0.25
12/31/2019,2019,12,Dhanusa,0.61
1/31/1981,1981,1,Dolkha,13.6
2/28/1981,1981,2,Dolkha,1.07
3/31/1981,1981,3,Dolkha,22.51
4/30/1981,1981,4,Dolkha,45.41
5/31/1981,1981,5,Dolkha,103.44
6/30/1981,1981,6,Dolkha,197.82
7/31/1981,1981,7,Dolkha,206.56
8/31/1981,1981,8,Dolkha,176
9/30/1981,1981,9,Dolkha,55.73
10/31/1981,1981,10,Dolkha,1.73
11/30/1981,1981,11,Dolkha,11.25
12/31/1981,1981,12,Dolkha,4.07
1/31/1982,1982,1,Dolkha,59.93
2/28/1982,1982,2,Dolkha,13.89
3/31/1982,1982,3,Dolkha,17.47
4/30/1982,1982,4,Dolkha,22.77
5/31/1982,1982,5,Dolkha,21.83
6/30/1982,1982,6,Dolkha,50.69
7/31/1982,1982,7,Dolkha,130.34
8/31/1982,1982,8,Dolkha,114.88
9/30/1982,1982,9,Dolkha,69.93
10/31/1982,1982,10,Dolkha,8.21
11/30/1982,1982,11,Dolkha,3.74
12/31/1982,1982,12,Dolkha,2.3
1/31/1983,1983,1,Dolkha,0.1
2/28/1983,1983,2,Dolkha,0.07
3/31/1983,1983,3,Dolkha,5.19
4/30/1983,1983,4,Dolkha,12.95
5/31/1983,1983,5,Dolkha,40.3
6/30/1983,1983,6,Dolkha,60.82
7/31/1983,1983,7,Dolkha,142.49
8/31/1983,1983,8,Dolkha,70.14
9/30/1983,1983,9,Dolkha,48
10/31/1983,1983,10,Dolkha,27.98
11/30/1983,1983,11,Dolkha,0
12/31/1983,1983,12,Dolkha,5.2
1/31/1984,1984,1,Dolkha,7
2/29/1984,1984,2,Dolkha,11.69
3/31/1984,1984,3,Dolkha,6.48
4/30/1984,1984,4,Dolkha,14.15
5/31/1984,1984,5,Dolkha,39.19
6/30/1984,1984,6,Dolkha,127.97
7/31/1984,1984,7,Dolkha,148.49
8/31/1984,1984,8,Dolkha,180.15
9/30/1984,1984,9,Dolkha,105.11
10/31/1984,1984,10,Dolkha,10.49
11/30/1984,1984,11,Dolkha,0
12/31/1984,1984,12,Dolkha,0.71
1/31/1985,1985,1,Dolkha,12.05
2/28/1985,1985,2,Dolkha,1.73
3/31/1985,1985,3,Dolkha,2.39
4/30/1985,1985,4,Dolkha,3.29
5/31/1985,1985,5,Dolkha,31.9
6/30/1985,1985,6,Dolkha,37.84
7/31/1985,1985,7,Dolkha,216.57
8/31/1985,1985,8,Dolkha,105.88
9/30/1985,1985,9,Dolkha,113.45
10/31/1985,1985,10,Dolkha,55.75
11/30/1985,1985,11,Dolkha,0
12/31/1985,1985,12,Dolkha,7.98
1/31/1986,1986,1,Dolkha,0.23
2/28/1986,1986,2,Dolkha,8.6
3/31/1986,1986,3,Dolkha,2.26
4/30/1986,1986,4,Dolkha,12.35
5/31/1986,1986,5,Dolkha,33.18
6/30/1986,1986,6,Dolkha,99.79
7/31/1986,1986,7,Dolkha,190.45
8/31/1986,1986,8,Dolkha,90.95
9/30/1986,1986,9,Dolkha,48.25
10/31/1986,1986,10,Dolkha,32.84
11/30/1986,1986,11,Dolkha,0.48
12/31/1986,1986,12,Dolkha,25.22
1/31/1987,1987,1,Dolkha,1.97
2/28/1987,1987,2,Dolkha,3.35
3/31/1987,1987,3,Dolkha,14.9
4/30/1987,1987,4,Dolkha,16.25
5/31/1987,1987,5,Dolkha,5.79
6/30/1987,1987,6,Dolkha,34.83
7/31/1987,1987,7,Dolkha,152.88
8/31/1987,1987,8,Dolkha,221
9/30/1987,1987,9,Dolkha,110.03
10/31/1987,1987,10,Dolkha,63.04
11/30/1987,1987,11,Dolkha,0.24
12/31/1987,1987,12,Dolkha,0.65
1/31/1988,1988,1,Dolkha,0.64
2/29/1988,1988,2,Dolkha,2.02
3/31/1988,1988,3,Dolkha,28.56
4/30/1988,1988,4,Dolkha,23.12
5/31/1988,1988,5,Dolkha,57.39
6/30/1988,1988,6,Dolkha,74.94
7/31/1988,1988,7,Dolkha,259.79
8/31/1988,1988,8,Dolkha,138.75
9/30/1988,1988,9,Dolkha,35.07
10/31/1988,1988,10,Dolkha,8.36
11/30/1988,1988,11,Dolkha,0.03
12/31/1988,1988,12,Dolkha,19.82
1/31/1989,1989,1,Dolkha,15.59
2/28/1989,1989,2,Dolkha,12.94
3/31/1989,1989,3,Dolkha,6.68
4/30/1989,1989,4,Dolkha,1.23
5/31/1989,1989,5,Dolkha,49.14
6/30/1989,1989,6,Dolkha,61.5
7/31/1989,1989,7,Dolkha,134.43
8/31/1989,1989,8,Dolkha,87.72
9/30/1989,1989,9,Dolkha,65.19
10/31/1989,1989,10,Dolkha,6.77
11/30/1989,1989,11,Dolkha,2.19
12/31/1989,1989,12,Dolkha,2.07
1/31/1990,1990,1,Dolkha,0
2/28/1990,1990,2,Dolkha,12.62
3/31/1990,1990,3,Dolkha,10.16
4/30/1990,1990,4,Dolkha,5.3
5/31/1990,1990,5,Dolkha,12.62
6/30/1990,1990,6,Dolkha,62.38
7/31/1990,1990,7,Dolkha,184.35
8/31/1990,1990,8,Dolkha,123.36
9/30/1990,1990,9,Dolkha,96.68
10/31/1990,1990,10,Dolkha,26.6
11/30/1990,1990,11,Dolkha,0
12/31/1990,1990,12,Dolkha,0.01
1/31/1991,1991,1,Dolkha,4.63
2/28/1991,1991,2,Dolkha,0.22
3/31/1991,1991,3,Dolkha,7.56
4/30/1991,1991,4,Dolkha,1.64
5/31/1991,1991,5,Dolkha,12.98
6/30/1991,1991,6,Dolkha,42.93
7/31/1991,1991,7,Dolkha,111.13
8/31/1991,1991,8,Dolkha,119.28
9/30/1991,1991,9,Dolkha,88.3
10/31/1991,1991,10,Dolkha,1.37
11/30/1991,1991,11,Dolkha,0.17
12/31/1991,1991,12,Dolkha,13.14
1/31/1992,1992,1,Dolkha,0.95
2/29/1992,1992,2,Dolkha,2.66
3/31/1992,1992,3,Dolkha,0.58
4/30/1992,1992,4,Dolkha,2.45
5/31/1992,1992,5,Dolkha,20.06
6/30/1992,1992,6,Dolkha,26.42
7/31/1992,1992,7,Dolkha,121.91
8/31/1992,1992,8,Dolkha,111.52
9/30/1992,1992,9,Dolkha,59.47
10/31/1992,1992,10,Dolkha,24.03
11/30/1992,1992,11,Dolkha,5.23
12/31/1992,1992,12,Dolkha,8.96
1/31/1993,1993,1,Dolkha,6.09
2/28/1993,1993,2,Dolkha,2.05
3/31/1993,1993,3,Dolkha,20.28
4/30/1993,1993,4,Dolkha,24.72
5/31/1993,1993,5,Dolkha,48.96
6/30/1993,1993,6,Dolkha,54.7
7/31/1993,1993,7,Dolkha,104.85
8/31/1993,1993,8,Dolkha,75.08
9/30/1993,1993,9,Dolkha,66.17
10/31/1993,1993,10,Dolkha,4.11
11/30/1993,1993,11,Dolkha,3.38
12/31/1993,1993,12,Dolkha,0
1/31/1994,1994,1,Dolkha,12.17
2/28/1994,1994,2,Dolkha,2.22
3/31/1994,1994,3,Dolkha,2.64
4/30/1994,1994,4,Dolkha,3.78
5/31/1994,1994,5,Dolkha,22.12
6/30/1994,1994,6,Dolkha,75.26
7/31/1994,1994,7,Dolkha,68.13
8/31/1994,1994,8,Dolkha,61.4
9/30/1994,1994,9,Dolkha,45.86
10/31/1994,1994,10,Dolkha,2.25
11/30/1994,1994,11,Dolkha,1.83
12/31/1994,1994,12,Dolkha,0.05
1/31/1995,1995,1,Dolkha,2.41
2/28/1995,1995,2,Dolkha,5.32
3/31/1995,1995,3,Dolkha,7.51
4/30/1995,1995,4,Dolkha,0.28
5/31/1995,1995,5,Dolkha,13.05
6/30/1995,1995,6,Dolkha,90.22
7/31/1995,1995,7,Dolkha,125.17
8/31/1995,1995,8,Dolkha,140.69
9/30/1995,1995,9,Dolkha,23.88
10/31/1995,1995,10,Dolkha,9.48
11/30/1995,1995,11,Dolkha,32.17
12/31/1995,1995,12,Dolkha,13.39
1/31/1996,1996,1,Dolkha,17.79
2/29/1996,1996,2,Dolkha,8.06
3/31/1996,1996,3,Dolkha,0.32
4/30/1996,1996,4,Dolkha,11.56
5/31/1996,1996,5,Dolkha,9.29
6/30/1996,1996,6,Dolkha,85.87
7/31/1996,1996,7,Dolkha,113.89
8/31/1996,1996,8,Dolkha,122.87
9/30/1996,1996,9,Dolkha,49.45
10/31/1996,1996,10,Dolkha,14.1
11/30/1996,1996,11,Dolkha,0.61
12/31/1996,1996,12,Dolkha,0
1/31/1997,1997,1,Dolkha,5.41
2/28/1997,1997,2,Dolkha,0.18
3/31/1997,1997,3,Dolkha,1.92
4/30/1997,1997,4,Dolkha,23.81
5/31/1997,1997,5,Dolkha,17.34
6/30/1997,1997,6,Dolkha,49.46
7/31/1997,1997,7,Dolkha,146.91
8/31/1997,1997,8,Dolkha,77.93
9/30/1997,1997,9,Dolkha,41.12
10/31/1997,1997,10,Dolkha,2.62
11/30/1997,1997,11,Dolkha,1.49
12/31/1997,1997,12,Dolkha,14.94
1/31/1998,1998,1,Dolkha,0.1
2/28/1998,1998,2,Dolkha,2.54
3/31/1998,1998,3,Dolkha,6.95
4/30/1998,1998,4,Dolkha,12.61
5/31/1998,1998,5,Dolkha,28.1
6/30/1998,1998,6,Dolkha,43.34
7/31/1998,1998,7,Dolkha,115.38
8/31/1998,1998,8,Dolkha,145.33
9/30/1998,1998,9,Dolkha,61.76
10/31/1998,1998,10,Dolkha,19.6
11/30/1998,1998,11,Dolkha,1.1
12/31/1998,1998,12,Dolkha,0
1/31/1999,1999,1,Dolkha,0.45
2/28/1999,1999,2,Dolkha,2.39
3/31/1999,1999,3,Dolkha,0.06
4/30/1999,1999,4,Dolkha,0.72
5/31/1999,1999,5,Dolkha,45.36
6/30/1999,1999,6,Dolkha,43.38
7/31/1999,1999,7,Dolkha,101.79
8/31/1999,1999,8,Dolkha,96.69
9/30/1999,1999,9,Dolkha,50.6
10/31/1999,1999,10,Dolkha,30.21
11/30/1999,1999,11,Dolkha,0
12/31/1999,1999,12,Dolkha,0
1/31/2000,2000,1,Dolkha,0.45
2/29/2000,2000,2,Dolkha,1.06
3/31/2000,2000,3,Dolkha,2.25
4/30/2000,2000,4,Dolkha,13.23
5/31/2000,2000,5,Dolkha,39.98
6/30/2000,2000,6,Dolkha,102.3
7/31/2000,2000,7,Dolkha,93.07
8/31/2000,2000,8,Dolkha,145.61
9/30/2000,2000,9,Dolkha,100.43
10/31/2000,2000,10,Dolkha,3.84
11/30/2000,2000,11,Dolkha,0.44
12/31/2000,2000,12,Dolkha,0.04
1/31/2001,2001,1,Dolkha,0.23
2/28/2001,2001,2,Dolkha,0.25
3/31/2001,2001,3,Dolkha,1.72
4/30/2001,2001,4,Dolkha,5.98
5/31/2001,2001,5,Dolkha,27.97
6/30/2001,2001,6,Dolkha,56.3
7/31/2001,2001,7,Dolkha,145.16
8/31/2001,2001,8,Dolkha,103.6
9/30/2001,2001,9,Dolkha,64.45
10/31/2001,2001,10,Dolkha,22.78
11/30/2001,2001,11,Dolkha,0.09
12/31/2001,2001,12,Dolkha,0
1/31/2002,2002,1,Dolkha,8.83
2/28/2002,2002,2,Dolkha,6.61
3/31/2002,2002,3,Dolkha,19.32
4/30/2002,2002,4,Dolkha,8.5
5/31/2002,2002,5,Dolkha,45.62
6/30/2002,2002,6,Dolkha,45.12
7/31/2002,2002,7,Dolkha,110.33
8/31/2002,2002,8,Dolkha,102.05
9/30/2002,2002,9,Dolkha,30.24
10/31/2002,2002,10,Dolkha,19.36
11/30/2002,2002,11,Dolkha,0.06
12/31/2002,2002,12,Dolkha,6.29
1/31/2003,2003,1,Dolkha,4.11
2/28/2003,2003,2,Dolkha,31.32
3/31/2003,2003,3,Dolkha,3.18
4/30/2003,2003,4,Dolkha,3.32
5/31/2003,2003,5,Dolkha,11.21
6/30/2003,2003,6,Dolkha,69.1
7/31/2003,2003,7,Dolkha,139.13
8/31/2003,2003,8,Dolkha,66.58
9/30/2003,2003,9,Dolkha,46.77
10/31/2003,2003,10,Dolkha,32.67
11/30/2003,2003,11,Dolkha,0.2
12/31/2003,2003,12,Dolkha,14.49
1/31/2004,2004,1,Dolkha,12.27
2/29/2004,2004,2,Dolkha,0.02
3/31/2004,2004,3,Dolkha,13.17
4/30/2004,2004,4,Dolkha,95.44
5/31/2004,2004,5,Dolkha,85.94
6/30/2004,2004,6,Dolkha,79.19
7/31/2004,2004,7,Dolkha,318.24
8/31/2004,2004,8,Dolkha,140.25
9/30/2004,2004,9,Dolkha,96.28
10/31/2004,2004,10,Dolkha,41.53
11/30/2004,2004,11,Dolkha,17.17
12/31/2004,2004,12,Dolkha,0.03
1/31/2005,2005,1,Dolkha,31.85
2/28/2005,2005,2,Dolkha,9.05
3/31/2005,2005,3,Dolkha,19.03
4/30/2005,2005,4,Dolkha,27.22
5/31/2005,2005,5,Dolkha,30.49
6/30/2005,2005,6,Dolkha,101.69
7/31/2005,2005,7,Dolkha,192.39
8/31/2005,2005,8,Dolkha,206.96
9/30/2005,2005,9,Dolkha,66.25
10/31/2005,2005,10,Dolkha,67.13
11/30/2005,2005,11,Dolkha,0
12/31/2005,2005,12,Dolkha,0
1/31/2006,2006,1,Dolkha,0
2/28/2006,2006,2,Dolkha,0
3/31/2006,2006,3,Dolkha,15.78
4/30/2006,2006,4,Dolkha,11.55
5/31/2006,2006,5,Dolkha,73.59
6/30/2006,2006,6,Dolkha,139.3
7/31/2006,2006,7,Dolkha,191.13
8/31/2006,2006,8,Dolkha,109.18
9/30/2006,2006,9,Dolkha,148.33
10/31/2006,2006,10,Dolkha,15.41
11/30/2006,2006,11,Dolkha,2.29
12/31/2006,2006,12,Dolkha,14.21
1/31/2007,2007,1,Dolkha,0.04
2/28/2007,2007,2,Dolkha,46.58
3/31/2007,2007,3,Dolkha,20.43
4/30/2007,2007,4,Dolkha,28.74
5/31/2007,2007,5,Dolkha,56.62
6/30/2007,2007,6,Dolkha,144.4
7/31/2007,2007,7,Dolkha,257.29
8/31/2007,2007,8,Dolkha,160.46
9/30/2007,2007,9,Dolkha,112.32
10/31/2007,2007,10,Dolkha,14.42
11/30/2007,2007,11,Dolkha,1.4
12/31/2007,2007,12,Dolkha,0
1/31/2008,2008,1,Dolkha,15.01
2/29/2008,2008,2,Dolkha,0.27
3/31/2008,2008,3,Dolkha,19.31
4/30/2008,2008,4,Dolkha,19.86
5/31/2008,2008,5,Dolkha,73.13
6/30/2008,2008,6,Dolkha,194.04
7/31/2008,2008,7,Dolkha,181.06
8/31/2008,2008,8,Dolkha,185.98
9/30/2008,2008,9,Dolkha,107.85
10/31/2008,2008,10,Dolkha,20.29
11/30/2008,2008,11,Dolkha,0.14
12/31/2008,2008,12,Dolkha,0.09
1/31/2009,2009,1,Dolkha,0.14
2/28/2009,2009,2,Dolkha,0.18
3/31/2009,2009,3,Dolkha,4.66
4/30/2009,2009,4,Dolkha,4.86
5/31/2009,2009,5,Dolkha,77.91
6/30/2009,2009,6,Dolkha,56.84
7/31/2009,2009,7,Dolkha,137.07
8/31/2009,2009,8,Dolkha,201.37
9/30/2009,2009,9,Dolkha,29.25
10/31/2009,2009,10,Dolkha,37.4
11/30/2009,2009,11,Dolkha,4.09
12/31/2009,2009,12,Dolkha,1.5
1/31/2010,2010,1,Dolkha,0.12
2/28/2010,2010,2,Dolkha,5.19
3/31/2010,2010,3,Dolkha,1.32
4/30/2010,2010,4,Dolkha,4.61
5/31/2010,2010,5,Dolkha,60.61
6/30/2010,2010,6,Dolkha,53.87
7/31/2010,2010,7,Dolkha,155.37
8/31/2010,2010,8,Dolkha,282.21
9/30/2010,2010,9,Dolkha,180.14
10/31/2010,2010,10,Dolkha,30.23
11/30/2010,2010,11,Dolkha,1.47
12/31/2010,2010,12,Dolkha,1.02
1/31/2011,2011,1,Dolkha,1.19
2/28/2011,2011,2,Dolkha,8.35
3/31/2011,2011,3,Dolkha,5.88
4/30/2011,2011,4,Dolkha,14.98
5/31/2011,2011,5,Dolkha,91.72
6/30/2011,2011,6,Dolkha,122.3
7/31/2011,2011,7,Dolkha,232.88
8/31/2011,2011,8,Dolkha,176.56
9/30/2011,2011,9,Dolkha,132.59
10/31/2011,2011,10,Dolkha,6.03
11/30/2011,2011,11,Dolkha,1.92
12/31/2011,2011,12,Dolkha,1.31
1/31/2012,2012,1,Dolkha,6.62
2/29/2012,2012,2,Dolkha,3.06
3/31/2012,2012,3,Dolkha,3.66
4/30/2012,2012,4,Dolkha,8.96
5/31/2012,2012,5,Dolkha,36.82
6/30/2012,2012,6,Dolkha,63.41
7/31/2012,2012,7,Dolkha,206.26
8/31/2012,2012,8,Dolkha,213.39
9/30/2012,2012,9,Dolkha,158.8
10/31/2012,2012,10,Dolkha,9.8
11/30/2012,2012,11,Dolkha,4.2
12/31/2012,2012,12,Dolkha,0
1/31/2013,2013,1,Dolkha,5.91
2/28/2013,2013,2,Dolkha,32.05
3/31/2013,2013,3,Dolkha,12.42
4/30/2013,2013,4,Dolkha,27.93
5/31/2013,2013,5,Dolkha,79.5
6/30/2013,2013,6,Dolkha,169.36
7/31/2013,2013,7,Dolkha,151.12
8/31/2013,2013,8,Dolkha,240.07
9/30/2013,2013,9,Dolkha,131.52
10/31/2013,2013,10,Dolkha,127.53
11/30/2013,2013,11,Dolkha,0.25
12/31/2013,2013,12,Dolkha,0.09
1/31/2014,2014,1,Dolkha,3.02
2/28/2014,2014,2,Dolkha,11.99
3/31/2014,2014,3,Dolkha,12.2
4/30/2014,2014,4,Dolkha,4.85
5/31/2014,2014,5,Dolkha,101.9
6/30/2014,2014,6,Dolkha,142.76
7/31/2014,2014,7,Dolkha,175.71
8/31/2014,2014,8,Dolkha,216.76
9/30/2014,2014,9,Dolkha,175.08
10/31/2014,2014,10,Dolkha,23.77
11/30/2014,2014,11,Dolkha,0
12/31/2014,2014,12,Dolkha,11.08
1/31/2015,2015,1,Dolkha,3.49
2/28/2015,2015,2,Dolkha,4.14
3/31/2015,2015,3,Dolkha,46.4
4/30/2015,2015,4,Dolkha,54.3
5/31/2015,2015,5,Dolkha,56.55
6/30/2015,2015,6,Dolkha,130.79
7/31/2015,2015,7,Dolkha,187.22
8/31/2015,2015,8,Dolkha,283.77
9/30/2015,2015,9,Dolkha,114.05
10/31/2015,2015,10,Dolkha,30.46
11/30/2015,2015,11,Dolkha,0.61
12/31/2015,2015,12,Dolkha,0.08
1/31/2016,2016,1,Dolkha,4.53
2/29/2016,2016,2,Dolkha,9.19
3/31/2016,2016,3,Dolkha,15.22
4/30/2016,2016,4,Dolkha,10.35
5/31/2016,2016,5,Dolkha,81.08
6/30/2016,2016,6,Dolkha,156.86
7/31/2016,2016,7,Dolkha,271.24
8/31/2016,2016,8,Dolkha,112.72
9/30/2016,2016,9,Dolkha,244.58
10/31/2016,2016,10,Dolkha,43.63
11/30/2016,2016,11,Dolkha,0
12/31/2016,2016,12,Dolkha,0
1/31/2017,2017,1,Dolkha,6.97
2/28/2017,2017,2,Dolkha,0.02
3/31/2017,2017,3,Dolkha,31.3
4/30/2017,2017,4,Dolkha,33
5/31/2017,2017,5,Dolkha,91.86
6/30/2017,2017,6,Dolkha,93.74
7/31/2017,2017,7,Dolkha,201.96
8/31/2017,2017,8,Dolkha,247.04
9/30/2017,2017,9,Dolkha,99.38
10/31/2017,2017,10,Dolkha,45.09
11/30/2017,2017,11,Dolkha,0.22
12/31/2017,2017,12,Dolkha,0
1/31/2018,2018,1,Dolkha,0.02
2/28/2018,2018,2,Dolkha,0.05
3/31/2018,2018,3,Dolkha,0.28
4/30/2018,2018,4,Dolkha,2.18
5/31/2018,2018,5,Dolkha,2.86
6/30/2018,2018,6,Dolkha,2.94
7/31/2018,2018,7,Dolkha,7.83
8/31/2018,2018,8,Dolkha,7.58
9/30/2018,2018,9,Dolkha,1.58
10/31/2018,2018,10,Dolkha,0.24
11/30/2018,2018,11,Dolkha,0.01
12/31/2018,2018,12,Dolkha,0.09
1/31/2019,2019,1,Dolkha,0.1
2/28/2019,2019,2,Dolkha,1.1
3/31/2019,2019,3,Dolkha,0.44
4/30/2019,2019,4,Dolkha,1.81
5/31/2019,2019,5,Dolkha,1.5
6/30/2019,2019,6,Dolkha,1.82
7/31/2019,2019,7,Dolkha,8.42
8/31/2019,2019,8,Dolkha,5.28
9/30/2019,2019,9,Dolkha,6.73
10/31/2019,2019,10,Dolkha,0.21
11/30/2019,2019,11,Dolkha,0.4
12/31/2019,2019,12,Dolkha,0.44
1/31/1981,1981,1,Dolpa,69.03
2/28/1981,1981,2,Dolpa,7.97
3/31/1981,1981,3,Dolpa,41.27
4/30/1981,1981,4,Dolpa,29.81
5/31/1981,1981,5,Dolpa,86.13
6/30/1981,1981,6,Dolpa,89.53
7/31/1981,1981,7,Dolpa,299.83
8/31/1981,1981,8,Dolpa,154.42
9/30/1981,1981,9,Dolpa,89.43
10/31/1981,1981,10,Dolpa,6.06
11/30/1981,1981,11,Dolpa,28.51
12/31/1981,1981,12,Dolpa,4.22
1/31/1982,1982,1,Dolpa,56.79
2/28/1982,1982,2,Dolpa,25.77
3/31/1982,1982,3,Dolpa,28.31
4/30/1982,1982,4,Dolpa,7.03
5/31/1982,1982,5,Dolpa,15.08
6/30/1982,1982,6,Dolpa,52.65
7/31/1982,1982,7,Dolpa,103.8
8/31/1982,1982,8,Dolpa,153.56
9/30/1982,1982,9,Dolpa,75.24
10/31/1982,1982,10,Dolpa,2.17
11/30/1982,1982,11,Dolpa,4.15
12/31/1982,1982,12,Dolpa,12.63
1/31/1983,1983,1,Dolpa,3.74
2/28/1983,1983,2,Dolpa,5.2
3/31/1983,1983,3,Dolpa,14.82
4/30/1983,1983,4,Dolpa,39.3
5/31/1983,1983,5,Dolpa,18.32
6/30/1983,1983,6,Dolpa,69.1
7/31/1983,1983,7,Dolpa,78.67
8/31/1983,1983,8,Dolpa,122.35
9/30/1983,1983,9,Dolpa,239.94
10/31/1983,1983,10,Dolpa,74.2
11/30/1983,1983,11,Dolpa,0
12/31/1983,1983,12,Dolpa,14.11
1/31/1984,1984,1,Dolpa,6.15
2/29/1984,1984,2,Dolpa,42.73
3/31/1984,1984,3,Dolpa,5.37
